Resource,P2P (SFL),Date
Banana,0.06956667,2024-10-18 07:45
Soybean,0.0075868,2024-10-18 07:45
Grape,0.91997778,2024-10-18 07:45
Rice,0.798,2024-10-18 07:45
Olive,1.0,2024-10-18 07:45
Tomato,0.01798667,2024-10-18 07:45
Lemon,0.02037133,2024-10-18 07:45
Wood,0.03498,2024-10-18 07:45
Stone,0.13984,2024-10-18 07:45
Iron,0.605,2024-10-18 07:45
Gold,2.11997,2024-10-18 07:45
Egg,0.06073,2024-10-18 07:45
Honey,0.2471,2024-10-18 07:45
Crimstone,3.92855,2024-10-18 07:45
Goblin Emblem,0.095,2024-10-18 07:45
Bumpkin Emblem,0.0994985,2024-10-18 07:45
Sunflorian Emblem,0.115,2024-10-18 07:45
Nightshade Emblem,0.1,2024-10-18 07:45
Sunflower,0.00186,2024-10-18 08:15
Potato,0.0031825,2024-10-18 08:15
Pumpkin,0.0032,2024-10-18 08:15
Carrot,0.007228,2024-10-18 08:15
Cabbage,0.0075,2024-10-18 08:15
Beetroot,0.0189778,2024-10-18 08:15
Cauliflower,0.0199,2024-10-18 08:15
Parsnip,0.0206,2024-10-18 08:15
Radish,0.052,2024-10-18 08:15
Wheat,0.062,2024-10-18 08:15
Kale,0.069953,2024-10-18 08:15
Apple,0.0945,2024-10-18 08:15
Blueberry,0.0499,2024-10-18 08:15
Orange,0.0745,2024-10-18 08:15
Eggplant,0.02396,2024-10-18 08:15
Corn,0.023799,2024-10-18 08:15
Banana,0.0694,2024-10-18 08:15
Soybean,0.0075,2024-10-18 08:15
Grape,0.91996,2024-10-18 08:15
Rice,0.79974,2024-10-18 08:15
Olive,1.0,2024-10-18 08:15
Tomato,0.015,2024-10-18 08:15
Lemon,0.0202,2024-10-18 08:15
Wood,0.03498,2024-10-18 08:15
Stone,0.13999375,2024-10-18 08:15
Iron,0.60285714,2024-10-18 08:15
Gold,2.07933333,2024-10-18 08:15
Egg,0.060724,2024-10-18 08:15
Honey,0.24482222,2024-10-18 08:15
Crimstone,3.92855,2024-10-18 08:15
Goblin Emblem,0.09495,2024-10-18 08:15
Bumpkin Emblem,0.0994985,2024-10-18 08:15
Sunflorian Emblem,0.115,2024-10-18 08:15
Nightshade Emblem,0.1,2024-10-18 08:15
Sunflower,0.0018,2024-10-18 08:45
Potato,0.00318233,2024-10-18 08:45
Pumpkin,0.003232,2024-10-18 08:45
Carrot,0.007228,2024-10-18 08:45
Cabbage,0.0075,2024-10-18 08:45
Beetroot,0.01897743,2024-10-18 08:45
Cauliflower,0.0199,2024-10-18 08:45
Parsnip,0.0206,2024-10-18 08:45
Radish,0.052,2024-10-18 08:45
Wheat,0.062,2024-10-18 08:45
Kale,0.06994857,2024-10-18 08:45
Apple,0.0945,2024-10-18 08:45
Blueberry,0.0499,2024-10-18 08:45
Orange,0.0745,2024-10-18 08:45
Eggplant,0.02395849,2024-10-18 08:45
Corn,0.02379538,2024-10-18 08:45
Banana,0.06857143,2024-10-18 08:45
Soybean,0.0075,2024-10-18 08:45
Grape,0.91994,2024-10-18 08:45
Rice,0.7997561,2024-10-18 08:45
Olive,1.0,2024-10-18 08:45
Tomato,0.01798,2024-10-18 08:45
Lemon,0.0202,2024-10-18 08:45
Wood,0.03498,2024-10-18 08:45
Stone,0.13999375,2024-10-18 08:45
Iron,0.60142857,2024-10-18 08:45
Gold,2.07933333,2024-10-18 08:45
Egg,0.060715,2024-10-18 08:45
Honey,0.24688125,2024-10-18 08:45
Crimstone,3.92857,2024-10-18 08:45
Goblin Emblem,0.09495,2024-10-18 08:45
Bumpkin Emblem,0.0994985,2024-10-18 08:45
Sunflorian Emblem,0.115,2024-10-18 08:45
Nightshade Emblem,0.1,2024-10-18 08:45
Sunflower,0.0018,2024-10-18 09:15
Potato,0.0031825,2024-10-18 09:15
Pumpkin,0.003232,2024-10-18 09:15
Carrot,0.00722733,2024-10-18 09:15
Cabbage,0.0075,2024-10-18 09:15
Beetroot,0.0187,2024-10-18 09:15
Cauliflower,0.023929,2024-10-18 09:15
Parsnip,0.02048667,2024-10-18 09:15
Radish,0.051,2024-10-18 09:15
Wheat,0.061,2024-10-18 09:15
Kale,0.06995152,2024-10-18 09:15
Apple,0.09447813,2024-10-18 09:15
Blueberry,0.0499,2024-10-18 09:15
Orange,0.0745,2024-10-18 09:15
Eggplant,0.023955,2024-10-18 09:15
Corn,0.0235,2024-10-18 09:15
Banana,0.06755,2024-10-18 09:15
Soybean,0.007475,2024-10-18 09:15
Grape,0.91993,2024-10-18 09:15
Rice,0.7997561,2024-10-18 09:15
Olive,1.0,2024-10-18 09:15
Tomato,0.01798333,2024-10-18 09:15
Lemon,0.02,2024-10-18 09:15
Wood,0.0349,2024-10-18 09:15
Stone,0.14,2024-10-18 09:15
Iron,0.6012,2024-10-18 09:15
Gold,2.07932,2024-10-18 09:15
Egg,0.06071364,2024-10-18 09:15
Honey,0.24688125,2024-10-18 09:15
Crimstone,3.90551,2024-10-18 09:15
Goblin Emblem,0.09495,2024-10-18 09:15
Bumpkin Emblem,0.0994985,2024-10-18 09:15
Sunflorian Emblem,0.115,2024-10-18 09:15
Nightshade Emblem,0.1,2024-10-18 09:15
Sunflower,0.00186,2024-10-18 09:30
Potato,0.003043,2024-10-18 09:30
Pumpkin,0.00339,2024-10-18 09:30
Carrot,0.0072272,2024-10-18 09:30
Cabbage,0.0075,2024-10-18 09:30
Beetroot,0.01898,2024-10-18 09:30
Cauliflower,0.023978,2024-10-18 09:30
Parsnip,0.02059,2024-10-18 09:30
Radish,0.05188235,2024-10-18 09:30
Wheat,0.061,2024-10-18 09:30
Kale,0.06995333,2024-10-18 09:30
Apple,0.09446667,2024-10-18 09:30
Blueberry,0.04871754,2024-10-18 09:30
Orange,0.07448,2024-10-18 09:30
Eggplant,0.0239575,2024-10-18 09:30
Corn,0.0235,2024-10-18 09:30
Banana,0.06754,2024-10-18 09:30
Soybean,0.0075,2024-10-18 09:30
Grape,0.91993333,2024-10-18 09:30
Rice,0.804,2024-10-18 09:30
Olive,1.0,2024-10-18 09:30
Tomato,0.01797838,2024-10-18 09:30
Lemon,0.0202,2024-10-18 09:30
Wood,0.0348985,2024-10-18 09:30
Stone,0.13998667,2024-10-18 09:30
Iron,0.6,2024-10-18 09:30
Gold,2.06349206,2024-10-18 09:30
Egg,0.06071667,2024-10-18 09:30
Honey,0.2471,2024-10-18 09:30
Crimstone,3.9125,2024-10-18 09:30
Goblin Emblem,0.09495,2024-10-18 09:30
Bumpkin Emblem,0.0994985,2024-10-18 09:30
Sunflorian Emblem,0.115,2024-10-18 09:30
Nightshade Emblem,0.1,2024-10-18 09:30
Sunflower,0.00186,2024-10-18 09:45
Potato,0.00304295,2024-10-18 09:45
Pumpkin,0.00339,2024-10-18 09:45
Carrot,0.006666,2024-10-18 09:45
Cabbage,0.0075,2024-10-18 09:45
Beetroot,0.01898,2024-10-18 09:45
Cauliflower,0.02777222,2024-10-18 09:45
Parsnip,0.02059,2024-10-18 09:45
Radish,0.05188,2024-10-18 09:45
Wheat,0.061,2024-10-18 09:45
Kale,0.06995,2024-10-18 09:45
Apple,0.09446667,2024-10-18 09:45
Blueberry,0.0487,2024-10-18 09:45
Orange,0.07448,2024-10-18 09:45
Eggplant,0.0239575,2024-10-18 09:45
Corn,0.02238769,2024-10-18 09:45
Banana,0.06857143,2024-10-18 09:45
Soybean,0.0075,2024-10-18 09:45
Grape,0.91993333,2024-10-18 09:45
Rice,0.8,2024-10-18 09:45
Olive,1.0,2024-10-18 09:45
Tomato,0.01797838,2024-10-18 09:45
Lemon,0.0202,2024-10-18 09:45
Wood,0.03487481,2024-10-18 09:45
Stone,0.139496,2024-10-18 09:45
Iron,0.60142,2024-10-18 09:45
Gold,2.05991786,2024-10-18 09:45
Egg,0.060695,2024-10-18 09:45
Honey,0.2514,2024-10-18 09:45
Crimstone,3.9125,2024-10-18 09:45
Goblin Emblem,0.09495,2024-10-18 09:45
Bumpkin Emblem,0.0994985,2024-10-18 09:45
Sunflorian Emblem,0.115,2024-10-18 09:45
Nightshade Emblem,0.1,2024-10-18 09:45
Sunflower,0.00186,2024-10-18 10:15
Potato,0.00304295,2024-10-18 10:15
Pumpkin,0.00339,2024-10-18 10:15
Carrot,0.00722667,2024-10-18 10:15
Cabbage,0.0075,2024-10-18 10:15
Beetroot,0.019,2024-10-18 10:15
Cauliflower,0.0277,2024-10-18 10:15
Parsnip,0.02059,2024-10-18 10:15
Radish,0.05188235,2024-10-18 10:15
Wheat,0.061,2024-10-18 10:15
Kale,0.06994694,2024-10-18 10:15
Apple,0.094475,2024-10-18 10:15
Blueberry,0.0487,2024-10-18 10:15
Orange,0.07448,2024-10-18 10:15
Eggplant,0.0239575,2024-10-18 10:15
Corn,0.02349,2024-10-18 10:15
Banana,0.06998,2024-10-18 10:15
Soybean,0.0075,2024-10-18 10:15
Grape,0.9199,2024-10-18 10:15
Rice,0.8025,2024-10-18 10:15
Olive,1.0,2024-10-18 10:15
Tomato,0.01797838,2024-10-18 10:15
Lemon,0.0202,2024-10-18 10:15
Wood,0.0346,2024-10-18 10:15
Stone,0.13899,2024-10-18 10:15
Iron,0.60142,2024-10-18 10:15
Gold,2.06346667,2024-10-18 10:15
Egg,0.06069,2024-10-18 10:15
Honey,0.25138333,2024-10-18 10:15
Crimstone,3.9125,2024-10-18 10:15
Goblin Emblem,0.1,2024-10-18 10:15
Bumpkin Emblem,0.0994985,2024-10-18 10:15
Sunflorian Emblem,0.115,2024-10-18 10:15
Nightshade Emblem,0.0994995,2024-10-18 10:15
Sunflower,0.0019,2024-10-18 10:30
Potato,0.003042,2024-10-18 10:30
Pumpkin,0.0031875,2024-10-18 10:30
Carrot,0.007226,2024-10-18 10:30
Cabbage,0.007924,2024-10-18 10:30
Beetroot,0.019,2024-10-18 10:30
Cauliflower,0.026798,2024-10-18 10:30
Parsnip,0.0208,2024-10-18 10:30
Radish,0.05187,2024-10-18 10:30
Wheat,0.06,2024-10-18 10:30
Kale,0.06857143,2024-10-18 10:30
Apple,0.09445,2024-10-18 10:30
Blueberry,0.04998,2024-10-18 10:30
Orange,0.074475,2024-10-18 10:30
Eggplant,0.0239575,2024-10-18 10:30
Corn,0.0237975,2024-10-18 10:30
Banana,0.0725,2024-10-18 10:30
Soybean,0.0075,2024-10-18 10:30
Grape,0.91987692,2024-10-18 10:30
Rice,0.8025,2024-10-18 10:30
Olive,1.0,2024-10-18 10:30
Tomato,0.01798,2024-10-18 10:30
Lemon,0.0202,2024-10-18 10:30
Wood,0.034873,2024-10-18 10:30
Stone,0.136,2024-10-18 10:30
Iron,0.605,2024-10-18 10:30
Gold,2.06348,2024-10-18 10:30
Egg,0.0606,2024-10-18 10:30
Honey,0.25915,2024-10-18 10:30
Crimstone,3.9,2024-10-18 10:30
Goblin Emblem,0.1,2024-10-18 10:30
Bumpkin Emblem,0.0994985,2024-10-18 10:30
Sunflorian Emblem,0.115,2024-10-18 10:30
Nightshade Emblem,0.099,2024-10-18 10:30
Sunflower,0.0019,2024-10-18 10:45
Potato,0.0030425,2024-10-18 10:45
Pumpkin,0.0031875,2024-10-18 10:45
Carrot,0.00722,2024-10-18 10:45
Cabbage,0.00792,2024-10-18 10:45
Beetroot,0.019,2024-10-18 10:45
Cauliflower,0.026798,2024-10-18 10:45
Parsnip,0.0208,2024-10-18 10:45
Radish,0.05187,2024-10-18 10:45
Wheat,0.05998182,2024-10-18 10:45
Kale,0.06994694,2024-10-18 10:45
Apple,0.09407407,2024-10-18 10:45
Blueberry,0.04997,2024-10-18 10:45
Orange,0.07447143,2024-10-18 10:45
Eggplant,0.02333258,2024-10-18 10:45
Corn,0.0237975,2024-10-18 10:45
Banana,0.0725,2024-10-18 10:45
Soybean,0.0075,2024-10-18 10:45
Grape,0.91987692,2024-10-18 10:45
Rice,0.80249,2024-10-18 10:45
Olive,1.0,2024-10-18 10:45
Tomato,0.0179,2024-10-18 10:45
Lemon,0.0202,2024-10-18 10:45
Wood,0.0348726,2024-10-18 10:45
Stone,0.1394885,2024-10-18 10:45
Iron,0.60966857,2024-10-18 10:45
Gold,2.055,2024-10-18 10:45
Egg,0.06059,2024-10-18 10:45
Honey,0.2591375,2024-10-18 10:45
Crimstone,3.9,2024-10-18 10:45
Goblin Emblem,0.1,2024-10-18 10:45
Bumpkin Emblem,0.0994985,2024-10-18 10:45
Sunflorian Emblem,0.115,2024-10-18 10:45
Nightshade Emblem,0.099,2024-10-18 10:45
Sunflower,0.001895,2024-10-18 11:15
Potato,0.00284464,2024-10-18 11:15
Pumpkin,0.0031875,2024-10-18 11:15
Carrot,0.00721962,2024-10-18 11:15
Cabbage,0.007898,2024-10-18 11:15
Beetroot,0.01899,2024-10-18 11:15
Cauliflower,0.02679667,2024-10-18 11:15
Parsnip,0.0208,2024-10-18 11:15
Radish,0.051868,2024-10-18 11:15
Wheat,0.059982,2024-10-18 11:15
Kale,0.06994694,2024-10-18 11:15
Apple,0.094,2024-10-18 11:15
Blueberry,0.04997,2024-10-18 11:15
Orange,0.07448,2024-10-18 11:15
Eggplant,0.02396022,2024-10-18 11:15
Corn,0.023796,2024-10-18 11:15
Banana,0.07464789,2024-10-18 11:15
Soybean,0.00749,2024-10-18 11:15
Grape,0.91985,2024-10-18 11:15
Rice,0.80249,2024-10-18 11:15
Olive,1.0,2024-10-18 11:15
Tomato,0.0179,2024-10-18 11:15
Lemon,0.0202,2024-10-18 11:15
Wood,0.03519,2024-10-18 11:15
Stone,0.138999,2024-10-18 11:15
Iron,0.61818,2024-10-18 11:15
Gold,2.08333333,2024-10-18 11:15
Egg,0.06133333,2024-10-18 11:15
Honey,0.25913077,2024-10-18 11:15
Crimstone,3.9,2024-10-18 11:15
Goblin Emblem,0.1,2024-10-18 11:15
Bumpkin Emblem,0.0994985,2024-10-18 11:15
Sunflorian Emblem,0.115,2024-10-18 11:15
Nightshade Emblem,0.099,2024-10-18 11:15
Sunflower,0.001895,2024-10-18 11:30
Potato,0.00284455,2024-10-18 11:30
Pumpkin,0.0031,2024-10-18 11:30
Carrot,0.007219,2024-10-18 11:30
Cabbage,0.00788,2024-10-18 11:30
Beetroot,0.01818182,2024-10-18 11:30
Cauliflower,0.026675,2024-10-18 11:30
Parsnip,0.0208,2024-10-18 11:30
Radish,0.051868,2024-10-18 11:30
Wheat,0.059,2024-10-18 11:30
Kale,0.06993,2024-10-18 11:30
Apple,0.094,2024-10-18 11:30
Blueberry,0.049965,2024-10-18 11:30
Orange,0.07448,2024-10-18 11:30
Eggplant,0.0239602,2024-10-18 11:30
Corn,0.023796,2024-10-18 11:30
Banana,0.07444,2024-10-18 11:30
Soybean,0.00748958,2024-10-18 11:30
Grape,0.91985,2024-10-18 11:30
Rice,0.80248,2024-10-18 11:30
Olive,1.0,2024-10-18 11:30
Tomato,0.0179,2024-10-18 11:30
Lemon,0.02,2024-10-18 11:30
Wood,0.03519,2024-10-18 11:30
Stone,0.14,2024-10-18 11:30
Iron,0.61986375,2024-10-18 11:30
Gold,2.08330833,2024-10-18 11:30
Egg,0.06110833,2024-10-18 11:30
Honey,0.25912,2024-10-18 11:30
Crimstone,3.9,2024-10-18 11:30
Goblin Emblem,0.1,2024-10-18 11:30
Bumpkin Emblem,0.0994985,2024-10-18 11:30
Sunflorian Emblem,0.115,2024-10-18 11:30
Nightshade Emblem,0.099,2024-10-18 11:30
Sunflower,0.001895,2024-10-18 11:45
Potato,0.00284458,2024-10-18 11:45
Pumpkin,0.00318714,2024-10-18 11:45
Carrot,0.0071,2024-10-18 11:45
Cabbage,0.00787962,2024-10-18 11:45
Beetroot,0.01898742,2024-10-18 11:45
Cauliflower,0.02649855,2024-10-18 11:45
Parsnip,0.0208,2024-10-18 11:45
Radish,0.0518,2024-10-18 11:45
Wheat,0.059964,2024-10-18 11:45
Kale,0.069,2024-10-18 11:45
Apple,0.0925,2024-10-18 11:45
Blueberry,0.049,2024-10-18 11:45
Orange,0.0739,2024-10-18 11:45
Eggplant,0.023964,2024-10-18 11:45
Corn,0.02379512,2024-10-18 11:45
Banana,0.07442,2024-10-18 11:45
Soybean,0.007488,2024-10-18 11:45
Grape,0.91986,2024-10-18 11:45
Rice,0.8025,2024-10-18 11:45
Olive,1.0,2024-10-18 11:45
Tomato,0.0179,2024-10-18 11:45
Lemon,0.01999375,2024-10-18 11:45
Wood,0.036,2024-10-18 11:45
Stone,0.14,2024-10-18 11:45
Iron,0.61832,2024-10-18 11:45
Gold,2.083275,2024-10-18 11:45
Egg,0.0611,2024-10-18 11:45
Honey,0.2586,2024-10-18 11:45
Crimstone,3.9,2024-10-18 11:45
Goblin Emblem,0.1,2024-10-18 11:45
Bumpkin Emblem,0.0994985,2024-10-18 11:45
Sunflorian Emblem,0.10546,2024-10-18 11:45
Nightshade Emblem,0.099,2024-10-18 11:45
Sunflower,0.0018945,2024-10-18 12:30
Potato,0.003043,2024-10-18 12:30
Pumpkin,0.003187,2024-10-18 12:30
Carrot,0.0070975,2024-10-18 12:30
Cabbage,0.0078788,2024-10-18 12:30
Beetroot,0.01898889,2024-10-18 12:30
Cauliflower,0.025986,2024-10-18 12:30
Parsnip,0.02079,2024-10-18 12:30
Radish,0.05149,2024-10-18 12:30
Wheat,0.058666,2024-10-18 12:30
Kale,0.06991739,2024-10-18 12:30
Apple,0.09113,2024-10-18 12:30
Blueberry,0.047,2024-10-18 12:30
Orange,0.07446667,2024-10-18 12:30
Eggplant,0.02369286,2024-10-18 12:30
Corn,0.0237875,2024-10-18 12:30
Banana,0.074415,2024-10-18 12:30
Soybean,0.006998,2024-10-18 12:30
Grape,0.91986,2024-10-18 12:30
Rice,0.80249,2024-10-18 12:30
Olive,1.0,2024-10-18 12:30
Tomato,0.017895,2024-10-18 12:30
Lemon,0.019992,2024-10-18 12:30
Wood,0.0359915,2024-10-18 12:30
Stone,0.139995,2024-10-18 12:30
Iron,0.61748667,2024-10-18 12:30
Gold,2.08,2024-10-18 12:30
Egg,0.06107667,2024-10-18 12:30
Honey,0.2586,2024-10-18 12:30
Crimstone,3.88495,2024-10-18 12:30
Goblin Emblem,0.1,2024-10-18 12:30
Bumpkin Emblem,0.0994985,2024-10-18 12:30
Sunflorian Emblem,0.115,2024-10-18 12:30
Nightshade Emblem,0.099,2024-10-18 12:30
Sunflower,0.0018946,2024-10-18 13:00
Potato,0.00304,2024-10-18 13:00
Pumpkin,0.003185,2024-10-18 13:00
Carrot,0.00706667,2024-10-18 13:00
Cabbage,0.007878,2024-10-18 13:00
Beetroot,0.01899,2024-10-18 13:00
Cauliflower,0.02598,2024-10-18 13:00
Parsnip,0.02056,2024-10-18 13:00
Radish,0.05,2024-10-18 13:00
Wheat,0.05866087,2024-10-18 13:00
Kale,0.0699,2024-10-18 13:00
Apple,0.091,2024-10-18 13:00
Blueberry,0.04642857,2024-10-18 13:00
Orange,0.07446995,2024-10-18 13:00
Eggplant,0.023691,2024-10-18 13:00
Corn,0.0238,2024-10-18 13:00
Banana,0.0744,2024-10-18 13:00
Soybean,0.0074,2024-10-18 13:00
Grape,0.91984444,2024-10-18 13:00
Rice,0.8025,2024-10-18 13:00
Olive,1.0,2024-10-18 13:00
Tomato,0.017895,2024-10-18 13:00
Lemon,0.01928148,2024-10-18 13:00
Wood,0.03599,2024-10-18 13:00
Stone,0.13999,2024-10-18 13:00
Iron,0.61666,2024-10-18 13:00
Gold,2.079,2024-10-18 13:00
Egg,0.061104,2024-10-18 13:00
Honey,0.2586,2024-10-18 13:00
Crimstone,3.88495,2024-10-18 13:00
Goblin Emblem,0.1,2024-10-18 13:00
Bumpkin Emblem,0.099498,2024-10-18 13:00
Sunflorian Emblem,0.115,2024-10-18 13:00
Nightshade Emblem,0.099498,2024-10-18 13:00
Sunflower,0.001895,2024-10-18 13:30
Potato,0.003,2024-10-18 13:30
Pumpkin,0.00318461,2024-10-18 13:30
Carrot,0.00709,2024-10-18 13:30
Cabbage,0.007878,2024-10-18 13:30
Beetroot,0.0189,2024-10-18 13:30
Cauliflower,0.0254,2024-10-18 13:30
Parsnip,0.02055,2024-10-18 13:30
Radish,0.051,2024-10-18 13:30
Wheat,0.05866,2024-10-18 13:30
Kale,0.06992,2024-10-18 13:30
Apple,0.08916,2024-10-18 13:30
Blueberry,0.047,2024-10-18 13:30
Orange,0.07445926,2024-10-18 13:30
Eggplant,0.02368913,2024-10-18 13:30
Corn,0.0237915,2024-10-18 13:30
Banana,0.07428367,2024-10-18 13:30
Soybean,0.00720332,2024-10-18 13:30
Grape,0.91857143,2024-10-18 13:30
Rice,0.8025,2024-10-18 13:30
Olive,1.0,2024-10-18 13:30
Tomato,0.01775,2024-10-18 13:30
Lemon,0.01928,2024-10-18 13:30
Wood,0.03598833,2024-10-18 13:30
Stone,0.139988,2024-10-18 13:30
Iron,0.60888286,2024-10-18 13:30
Gold,2.06,2024-10-18 13:30
Egg,0.062,2024-10-18 13:30
Honey,0.2586,2024-10-18 13:30
Crimstone,3.884875,2024-10-18 13:30
Goblin Emblem,0.1,2024-10-18 13:30
Bumpkin Emblem,0.099498,2024-10-18 13:30
Sunflorian Emblem,0.115,2024-10-18 13:30
Nightshade Emblem,0.0975,2024-10-18 13:30
Sunflower,0.00189,2024-10-18 13:45
Potato,0.003,2024-10-18 13:45
Pumpkin,0.003184,2024-10-18 13:45
Carrot,0.0072,2024-10-18 13:45
Cabbage,0.0078,2024-10-18 13:45
Beetroot,0.018,2024-10-18 13:45
Cauliflower,0.023,2024-10-18 13:45
Parsnip,0.020545,2024-10-18 13:45
Radish,0.049,2024-10-18 13:45
Wheat,0.05865789,2024-10-18 13:45
Kale,0.06992,2024-10-18 13:45
Apple,0.091,2024-10-18 13:45
Blueberry,0.047,2024-10-18 13:45
Orange,0.07441,2024-10-18 13:45
Eggplant,0.02368836,2024-10-18 13:45
Corn,0.02379167,2024-10-18 13:45
Banana,0.07428367,2024-10-18 13:45
Soybean,0.0074,2024-10-18 13:45
Grape,0.91984,2024-10-18 13:45
Rice,0.8025,2024-10-18 13:45
Olive,1.0,2024-10-18 13:45
Tomato,0.01774975,2024-10-18 13:45
Lemon,0.0175,2024-10-18 13:45
Wood,0.03598,2024-10-18 13:45
Stone,0.13998977,2024-10-18 13:45
Iron,0.608882,2024-10-18 13:45
Gold,2.08,2024-10-18 13:45
Egg,0.062,2024-10-18 13:45
Honey,0.2586,2024-10-18 13:45
Crimstone,3.8849,2024-10-18 13:45
Goblin Emblem,0.1,2024-10-18 13:45
Bumpkin Emblem,0.099498,2024-10-18 13:45
Sunflorian Emblem,0.115,2024-10-18 13:45
Nightshade Emblem,0.0975,2024-10-18 13:45
Sunflower,0.00188889,2024-10-18 14:15
Potato,0.00289975,2024-10-18 14:15
Pumpkin,0.003,2024-10-18 14:15
Carrot,0.007194,2024-10-18 14:15
Cabbage,0.0077,2024-10-18 14:15
Beetroot,0.01798,2024-10-18 14:15
Cauliflower,0.023,2024-10-18 14:15
Parsnip,0.02054412,2024-10-18 14:15
Radish,0.05122222,2024-10-18 14:15
Wheat,0.058,2024-10-18 14:15
Kale,0.06989756,2024-10-18 14:15
Apple,0.09099153,2024-10-18 14:15
Blueberry,0.047,2024-10-18 14:15
Orange,0.074,2024-10-18 14:15
Eggplant,0.0236,2024-10-18 14:15
Corn,0.023,2024-10-18 14:15
Banana,0.07427,2024-10-18 14:15
Soybean,0.0074,2024-10-18 14:15
Grape,0.91,2024-10-18 14:15
Rice,0.8025,2024-10-18 14:15
Olive,1.0,2024-10-18 14:15
Tomato,0.01774975,2024-10-18 14:15
Lemon,0.01928,2024-10-18 14:15
Wood,0.03585533,2024-10-18 14:15
Stone,0.138,2024-10-18 14:15
Iron,0.61523625,2024-10-18 14:15
Gold,2.072636,2024-10-18 14:15
Egg,0.06,2024-10-18 14:15
Honey,0.2586,2024-10-18 14:15
Crimstone,3.8849,2024-10-18 14:15
Goblin Emblem,0.1033885,2024-10-18 14:15
Bumpkin Emblem,0.099498,2024-10-18 14:15
Sunflorian Emblem,0.115,2024-10-18 14:15
Nightshade Emblem,0.0974985,2024-10-18 14:15
Sunflower,0.00184971,2024-10-18 14:30
Potato,0.002849,2024-10-18 14:30
Pumpkin,0.0031,2024-10-18 14:30
Carrot,0.0071,2024-10-18 14:30
Cabbage,0.00769886,2024-10-18 14:30
Beetroot,0.0189,2024-10-18 14:30
Cauliflower,0.022875,2024-10-18 14:30
Parsnip,0.0205393,2024-10-18 14:30
Radish,0.05080976,2024-10-18 14:30
Wheat,0.05839783,2024-10-18 14:30
Kale,0.06991667,2024-10-18 14:30
Apple,0.091,2024-10-18 14:30
Blueberry,0.048,2024-10-18 14:30
Orange,0.074458,2024-10-18 14:30
Eggplant,0.02359,2024-10-18 14:30
Corn,0.023,2024-10-18 14:30
Banana,0.07424286,2024-10-18 14:30
Soybean,0.0073,2024-10-18 14:30
Grape,0.90998889,2024-10-18 14:30
Rice,0.8025,2024-10-18 14:30
Olive,1.0,2024-10-18 14:30
Tomato,0.01774375,2024-10-18 14:30
Lemon,0.019,2024-10-18 14:30
Wood,0.0357492,2024-10-18 14:30
Stone,0.13998059,2024-10-18 14:30
Iron,0.615,2024-10-18 14:30
Gold,2.0726,2024-10-18 14:30
Egg,0.06097561,2024-10-18 14:30
Honey,0.256,2024-10-18 14:30
Crimstone,3.8499,2024-10-18 14:30
Goblin Emblem,0.1033885,2024-10-18 14:30
Bumpkin Emblem,0.099498,2024-10-18 14:30
Sunflorian Emblem,0.115,2024-10-18 14:30
Nightshade Emblem,0.0974985,2024-10-18 14:30
Sunflower,0.0018497,2024-10-18 14:45
Potato,0.002849,2024-10-18 14:45
Pumpkin,0.0031,2024-10-18 14:45
Carrot,0.0070992,2024-10-18 14:45
Cabbage,0.0077975,2024-10-18 14:45
Beetroot,0.0189,2024-10-18 14:45
Cauliflower,0.0228,2024-10-18 14:45
Parsnip,0.02053143,2024-10-18 14:45
Radish,0.05080976,2024-10-18 14:45
Wheat,0.05864821,2024-10-18 14:45
Kale,0.06991667,2024-10-18 14:45
Apple,0.091,2024-10-18 14:45
Blueberry,0.0478,2024-10-18 14:45
Orange,0.0744,2024-10-18 14:45
Eggplant,0.023578,2024-10-18 14:45
Corn,0.023,2024-10-18 14:45
Banana,0.07424,2024-10-18 14:45
Soybean,0.0073,2024-10-18 14:45
Grape,0.91984444,2024-10-18 14:45
Rice,0.8023,2024-10-18 14:45
Olive,1.0,2024-10-18 14:45
Tomato,0.0177431,2024-10-18 14:45
Lemon,0.019,2024-10-18 14:45
Wood,0.035748,2024-10-18 14:45
Stone,0.139,2024-10-18 14:45
Iron,0.615,2024-10-18 14:45
Gold,2.07263333,2024-10-18 14:45
Egg,0.06094211,2024-10-18 14:45
Honey,0.256,2024-10-18 14:45
Crimstone,3.849,2024-10-18 14:45
Goblin Emblem,0.1033885,2024-10-18 14:45
Bumpkin Emblem,0.099498,2024-10-18 14:45
Sunflorian Emblem,0.115,2024-10-18 14:45
Nightshade Emblem,0.0974985,2024-10-18 14:45
Sunflower,0.00189,2024-10-18 15:15
Potato,0.0034,2024-10-18 15:15
Pumpkin,0.003099,2024-10-18 15:15
Carrot,0.007099,2024-10-18 15:15
Cabbage,0.00769927,2024-10-18 15:15
Beetroot,0.01898933,2024-10-18 15:15
Cauliflower,0.02222029,2024-10-18 15:15
Parsnip,0.02053143,2024-10-18 15:15
Radish,0.0508,2024-10-18 15:15
Wheat,0.05863906,2024-10-18 15:15
Kale,0.069914,2024-10-18 15:15
Apple,0.091,2024-10-18 15:15
Blueberry,0.04779804,2024-10-18 15:15
Orange,0.07438,2024-10-18 15:15
Eggplant,0.023331,2024-10-18 15:15
Corn,0.023,2024-10-18 15:15
Banana,0.07271,2024-10-18 15:15
Soybean,0.0073,2024-10-18 15:15
