Resource,P2P (SFL),Date
Egg,0.04964,2025-01-02 14:45
Honey,0.19882,2025-01-02 14:45
Crimstone,3.9,2025-01-02 14:45
Leather,0.1683,2025-01-02 14:45
Wool,0.18286667,2025-01-02 14:45
Merino Wool,0.191,2025-01-02 14:45
Feather,0.00709333,2025-01-02 14:45
Milk,0.32686,2025-01-02 14:45
Goblin Emblem,0.1,2025-01-02 14:45
Bumpkin Emblem,0.135,2025-01-02 14:45
Sunflorian Emblem,0.09995,2025-01-02 14:45
Nightshade Emblem,0.09995,2025-01-02 14:45
Sunflower,0.00092947,2025-01-02 15:00
Potato,0.001364,2025-01-02 15:00
Pumpkin,0.0014,2025-01-02 15:00
Carrot,0.0031656,2025-01-02 15:00
Cabbage,0.00349,2025-01-02 15:00
Beetroot,0.009889,2025-01-02 15:00
Cauliflower,0.0097,2025-01-02 15:00
Parsnip,0.01677172,2025-01-02 15:00
Radish,0.06499333,2025-01-02 15:00
Wheat,0.107,2025-01-02 15:00
Kale,0.111815,2025-01-02 15:00
Apple,0.0595,2025-01-02 15:00
Blueberry,0.04388,2025-01-02 15:00
Orange,0.0543,2025-01-02 15:00
Eggplant,0.02512368,2025-01-02 15:00
Corn,0.063,2025-01-02 15:00
Banana,0.05575,2025-01-02 15:00
Soybean,0.00597983,2025-01-02 15:00
Grape,0.788,2025-01-02 15:00
Rice,0.744,2025-01-02 15:00
Olive,1.0,2025-01-02 15:00
Tomato,0.017499,2025-01-02 15:00
Lemon,0.0261656,2025-01-02 15:00
Barley,0.088275,2025-01-02 15:00
Wood,0.031,2025-01-02 15:00
Stone,0.09268,2025-01-02 15:00
Iron,0.476,2025-01-02 15:00
Gold,1.87079,2025-01-02 15:00
Egg,0.049635,2025-01-02 15:00
Honey,0.19882,2025-01-02 15:00
Crimstone,3.96,2025-01-02 15:00
Leather,0.1683,2025-01-02 15:00
Wool,0.18285,2025-01-02 15:00
Merino Wool,0.191,2025-01-02 15:00
Feather,0.00709375,2025-01-02 15:00
Milk,0.32686667,2025-01-02 15:00
Goblin Emblem,0.1,2025-01-02 15:00
Bumpkin Emblem,0.135,2025-01-02 15:00
Sunflorian Emblem,0.09995,2025-01-02 15:00
Nightshade Emblem,0.09995,2025-01-02 15:00
Sunflower,0.00092947,2025-01-02 15:30
Potato,0.001364,2025-01-02 15:30
Pumpkin,0.00137967,2025-01-02 15:30
Carrot,0.00316538,2025-01-02 15:30
Cabbage,0.00348938,2025-01-02 15:30
Beetroot,0.0098885,2025-01-02 15:30
Cauliflower,0.00943396,2025-01-02 15:30
Parsnip,0.01677,2025-01-02 15:30
Radish,0.06499333,2025-01-02 15:30
Wheat,0.10568133,2025-01-02 15:30
Kale,0.111,2025-01-02 15:30
Apple,0.0595,2025-01-02 15:30
Blueberry,0.043898,2025-01-02 15:30
Orange,0.0543,2025-01-02 15:30
Eggplant,0.02505882,2025-01-02 15:30
Corn,0.0629,2025-01-02 15:30
Banana,0.05555556,2025-01-02 15:30
Soybean,0.0059,2025-01-02 15:30
Grape,0.788,2025-01-02 15:30
Rice,0.744,2025-01-02 15:30
Olive,1.0,2025-01-02 15:30
Tomato,0.0174988,2025-01-02 15:30
Lemon,0.026165,2025-01-02 15:30
Barley,0.08727,2025-01-02 15:30
Wood,0.03082857,2025-01-02 15:30
Stone,0.0926765,2025-01-02 15:30
Iron,0.476,2025-01-02 15:30
Gold,1.85,2025-01-02 15:30
Egg,0.04999286,2025-01-02 15:30
Honey,0.19877778,2025-01-02 15:30
Crimstone,3.96,2025-01-02 15:30
Leather,0.1683,2025-01-02 15:30
Wool,0.18282,2025-01-02 15:30
Merino Wool,0.191,2025-01-02 15:30
Feather,0.007088,2025-01-02 15:30
Milk,0.326844,2025-01-02 15:30
Goblin Emblem,0.1,2025-01-02 15:30
Bumpkin Emblem,0.135,2025-01-02 15:30
Sunflorian Emblem,0.09995,2025-01-02 15:30
Nightshade Emblem,0.09995,2025-01-02 15:30
Sunflower,0.0009295,2025-01-02 15:45
Potato,0.001364,2025-01-02 15:45
Pumpkin,0.00137982,2025-01-02 15:45
Carrot,0.00316531,2025-01-02 15:45
Cabbage,0.00348938,2025-01-02 15:45
Beetroot,0.0098884,2025-01-02 15:45
Cauliflower,0.00943386,2025-01-02 15:45
Parsnip,0.01677,2025-01-02 15:45
Radish,0.065,2025-01-02 15:45
Wheat,0.10714167,2025-01-02 15:45
Kale,0.1118175,2025-01-02 15:45
Apple,0.0595,2025-01-02 15:45
Blueberry,0.04366667,2025-01-02 15:45
Orange,0.0543,2025-01-02 15:45
Eggplant,0.02505882,2025-01-02 15:45
Corn,0.0629,2025-01-02 15:45
Banana,0.055152,2025-01-02 15:45
Soybean,0.0059,2025-01-02 15:45
Grape,0.788,2025-01-02 15:45
Rice,0.744,2025-01-02 15:45
Olive,0.99999,2025-01-02 15:45
Tomato,0.01753243,2025-01-02 15:45
Lemon,0.0261625,2025-01-02 15:45
Barley,0.08727,2025-01-02 15:45
Wood,0.0308284,2025-01-02 15:45
Stone,0.0926765,2025-01-02 15:45
Iron,0.476,2025-01-02 15:45
Gold,1.82,2025-01-02 15:45
Egg,0.049992,2025-01-02 15:45
Honey,0.1975,2025-01-02 15:45
Crimstone,3.96,2025-01-02 15:45
Leather,0.1683,2025-01-02 15:45
Wool,0.18282,2025-01-02 15:45
Merino Wool,0.19177692,2025-01-02 15:45
Feather,0.007088,2025-01-02 15:45
Milk,0.32683333,2025-01-02 15:45
Goblin Emblem,0.1,2025-01-02 15:45
Bumpkin Emblem,0.135,2025-01-02 15:45
Sunflorian Emblem,0.09995,2025-01-02 15:45
Nightshade Emblem,0.09995,2025-01-02 15:45
Sunflower,0.0009295,2025-01-02 16:00
Potato,0.001364,2025-01-02 16:00
Pumpkin,0.00137982,2025-01-02 16:00
Carrot,0.00316531,2025-01-02 16:00
Cabbage,0.003489,2025-01-02 16:00
Beetroot,0.0098884,2025-01-02 16:00
Cauliflower,0.00969914,2025-01-02 16:00
Parsnip,0.01676857,2025-01-02 16:00
Radish,0.065,2025-01-02 16:00
Wheat,0.101,2025-01-02 16:00
Kale,0.11181429,2025-01-02 16:00
Apple,0.0595,2025-01-02 16:00
Blueberry,0.04,2025-01-02 16:00
Orange,0.0543,2025-01-02 16:00
Eggplant,0.025058,2025-01-02 16:00
Corn,0.0629,2025-01-02 16:00
Banana,0.05576,2025-01-02 16:00
Soybean,0.0059,2025-01-02 16:00
Grape,0.78799667,2025-01-02 16:00
Rice,0.744,2025-01-02 16:00
Olive,0.99999,2025-01-02 16:00
Tomato,0.01753,2025-01-02 16:00
Lemon,0.02616,2025-01-02 16:00
Barley,0.08530784,2025-01-02 16:00
Wood,0.03082771,2025-01-02 16:00
Stone,0.09177215,2025-01-02 16:00
Iron,0.476,2025-01-02 16:00
Gold,1.79888889,2025-01-02 16:00
Egg,0.049992,2025-01-02 16:00
Honey,0.196,2025-01-02 16:00
Crimstone,3.96,2025-01-02 16:00
Leather,0.1683,2025-01-02 16:00
Wool,0.18282,2025-01-02 16:00
Merino Wool,0.19178,2025-01-02 16:00
Feather,0.00708714,2025-01-02 16:00
Milk,0.324995,2025-01-02 16:00
Goblin Emblem,0.1,2025-01-02 16:00
Bumpkin Emblem,0.135,2025-01-02 16:00
Sunflorian Emblem,0.09995,2025-01-02 16:00
Nightshade Emblem,0.09995,2025-01-02 16:00
Sunflower,0.0009294,2025-01-02 16:30
Potato,0.001364,2025-01-02 16:30
Pumpkin,0.0014,2025-01-02 16:30
Carrot,0.00313233,2025-01-02 16:30
Cabbage,0.003489,2025-01-02 16:30
Beetroot,0.00988777,2025-01-02 16:30
Cauliflower,0.01,2025-01-02 16:30
Parsnip,0.016265,2025-01-02 16:30
Radish,0.06484,2025-01-02 16:30
Wheat,0.10676,2025-01-02 16:30
Kale,0.11147,2025-01-02 16:30
Apple,0.0595,2025-01-02 16:30
Blueberry,0.043125,2025-01-02 16:30
Orange,0.05419643,2025-01-02 16:30
Eggplant,0.025,2025-01-02 16:30
Corn,0.0629,2025-01-02 16:30
Banana,0.05593667,2025-01-02 16:30
Soybean,0.0059,2025-01-02 16:30
Grape,0.78798667,2025-01-02 16:30
Rice,0.744,2025-01-02 16:30
Olive,0.99998667,2025-01-02 16:30
Tomato,0.01733333,2025-01-02 16:30
Lemon,0.02622,2025-01-02 16:30
Barley,0.08725,2025-01-02 16:30
Wood,0.03082519,2025-01-02 16:30
Stone,0.0925,2025-01-02 16:30
Iron,0.475,2025-01-02 16:30
Gold,1.8125,2025-01-02 16:30
Egg,0.0499913,2025-01-02 16:30
Honey,0.1975,2025-01-02 16:30
Crimstone,3.96,2025-01-02 16:30
Leather,0.1625,2025-01-02 16:30
Wool,0.18281,2025-01-02 16:30
Merino Wool,0.19,2025-01-02 16:30
Feather,0.0068,2025-01-02 16:30
Milk,0.32,2025-01-02 16:30
Goblin Emblem,0.1,2025-01-02 16:30
Bumpkin Emblem,0.135,2025-01-02 16:30
Sunflorian Emblem,0.09995,2025-01-02 16:30
Nightshade Emblem,0.09995,2025-01-02 16:30
Sunflower,0.0009294,2025-01-02 16:45
Potato,0.001364,2025-01-02 16:45
Pumpkin,0.0014,2025-01-02 16:45
Carrot,0.003165,2025-01-02 16:45
Cabbage,0.003489,2025-01-02 16:45
Beetroot,0.00988777,2025-01-02 16:45
Cauliflower,0.009544,2025-01-02 16:45
Parsnip,0.01676907,2025-01-02 16:45
Radish,0.064,2025-01-02 16:45
Wheat,0.10725,2025-01-02 16:45
Kale,0.11249,2025-01-02 16:45
Apple,0.0595,2025-01-02 16:45
Blueberry,0.043125,2025-01-02 16:45
Orange,0.054,2025-01-02 16:45
Eggplant,0.025,2025-01-02 16:45
Corn,0.0629,2025-01-02 16:45
Banana,0.055936,2025-01-02 16:45
Soybean,0.0059,2025-01-02 16:45
Grape,0.788,2025-01-02 16:45
Rice,0.744,2025-01-02 16:45
Olive,0.99998,2025-01-02 16:45
Tomato,0.01752778,2025-01-02 16:45
Lemon,0.02621928,2025-01-02 16:45
Barley,0.08725,2025-01-02 16:45
Wood,0.03065867,2025-01-02 16:45
Stone,0.09267957,2025-01-02 16:45
Iron,0.4757,2025-01-02 16:45
Gold,1.8125,2025-01-02 16:45
Egg,0.0498,2025-01-02 16:45
Honey,0.195,2025-01-02 16:45
Crimstone,3.96,2025-01-02 16:45
Leather,0.1625,2025-01-02 16:45
Wool,0.18281,2025-01-02 16:45
Merino Wool,0.19193,2025-01-02 16:45
Feather,0.0068,2025-01-02 16:45
Milk,0.32,2025-01-02 16:45
Goblin Emblem,0.1,2025-01-02 16:45
Bumpkin Emblem,0.135,2025-01-02 16:45
Sunflorian Emblem,0.0999,2025-01-02 16:45
Nightshade Emblem,0.0975,2025-01-02 16:45
Sunflower,0.0009295,2025-01-02 17:00
Potato,0.001364,2025-01-02 17:00
Pumpkin,0.001375,2025-01-02 17:00
Carrot,0.00316,2025-01-02 17:00
Cabbage,0.00348896,2025-01-02 17:00
Beetroot,0.0096365,2025-01-02 17:00
Cauliflower,0.01,2025-01-02 17:00
Parsnip,0.01676907,2025-01-02 17:00
Radish,0.06571429,2025-01-02 17:00
Wheat,0.10726,2025-01-02 17:00
Kale,0.11248929,2025-01-02 17:00
Apple,0.0595,2025-01-02 17:00
Blueberry,0.043125,2025-01-02 17:00
Orange,0.054,2025-01-02 17:00
Eggplant,0.02505882,2025-01-02 17:00
Corn,0.0629,2025-01-02 17:00
Banana,0.0559596,2025-01-02 17:00
Soybean,0.0059,2025-01-02 17:00
Grape,0.766,2025-01-02 17:00
Rice,0.734,2025-01-02 17:00
Olive,0.99998667,2025-01-02 17:00
Tomato,0.01733333,2025-01-02 17:00
Lemon,0.02621928,2025-01-02 17:00
Barley,0.08724444,2025-01-02 17:00
Wood,0.03064,2025-01-02 17:00
Stone,0.09267957,2025-01-02 17:00
Iron,0.47568667,2025-01-02 17:00
Gold,1.8075,2025-01-02 17:00
Egg,0.049799,2025-01-02 17:00
Honey,0.19387755,2025-01-02 17:00
Crimstone,3.95933333,2025-01-02 17:00
Leather,0.1625,2025-01-02 17:00
Wool,0.18281,2025-01-02 17:00
Merino Wool,0.19192857,2025-01-02 17:00
Feather,0.0068,2025-01-02 17:00
Milk,0.32,2025-01-02 17:00
Goblin Emblem,0.1,2025-01-02 17:00
Bumpkin Emblem,0.135,2025-01-02 17:00
Sunflorian Emblem,0.0999,2025-01-02 17:00
Nightshade Emblem,0.0975,2025-01-02 17:00
Sunflower,0.0009275,2025-01-02 17:15
Potato,0.001362,2025-01-02 17:15
Pumpkin,0.00135824,2025-01-02 17:15
Carrot,0.00316,2025-01-02 17:15
Cabbage,0.00348896,2025-01-02 17:15
Beetroot,0.009886,2025-01-02 17:15
Cauliflower,0.01,2025-01-02 17:15
Parsnip,0.0173305,2025-01-02 17:15
Radish,0.065416,2025-01-02 17:15
Wheat,0.1075,2025-01-02 17:15
Kale,0.11248842,2025-01-02 17:15
Apple,0.0595,2025-01-02 17:15
Blueberry,0.04245,2025-01-02 17:15
Orange,0.0495,2025-01-02 17:15
Eggplant,0.0250588,2025-01-02 17:15
Corn,0.063,2025-01-02 17:15
Banana,0.0559596,2025-01-02 17:15
Soybean,0.0059,2025-01-02 17:15
Grape,0.766,2025-01-02 17:15
Rice,0.734,2025-01-02 17:15
Olive,0.99998,2025-01-02 17:15
Tomato,0.01733333,2025-01-02 17:15
Lemon,0.02622,2025-01-02 17:15
Barley,0.08723889,2025-01-02 17:15
Wood,0.030638,2025-01-02 17:15
Stone,0.09057971,2025-01-02 17:15
Iron,0.47568,2025-01-02 17:15
Gold,1.8075,2025-01-02 17:15
Egg,0.04979,2025-01-02 17:15
Honey,0.19384286,2025-01-02 17:15
Crimstone,3.95932,2025-01-02 17:15
Leather,0.16828462,2025-01-02 17:15
Wool,0.18,2025-01-02 17:15
Merino Wool,0.19194,2025-01-02 17:15
Feather,0.0068,2025-01-02 17:15
Milk,0.325,2025-01-02 17:15
Goblin Emblem,0.1,2025-01-02 17:15
Bumpkin Emblem,0.135,2025-01-02 17:15
Sunflorian Emblem,0.0999,2025-01-02 17:15
Nightshade Emblem,0.0975,2025-01-02 17:15
Sunflower,0.0009298,2025-01-02 17:45
Potato,0.001362,2025-01-02 17:45
Pumpkin,0.0013587,2025-01-02 17:45
Carrot,0.00316,2025-01-02 17:45
Cabbage,0.00348896,2025-01-02 17:45
Beetroot,0.00988596,2025-01-02 17:45
Cauliflower,0.010307,2025-01-02 17:45
Parsnip,0.01733077,2025-01-02 17:45
Radish,0.065416,2025-01-02 17:45
Wheat,0.10748889,2025-01-02 17:45
Kale,0.11248,2025-01-02 17:45
Apple,0.0595,2025-01-02 17:45
Blueberry,0.04245333,2025-01-02 17:45
Orange,0.0495,2025-01-02 17:45
Eggplant,0.02505714,2025-01-02 17:45
Corn,0.062987,2025-01-02 17:45
Banana,0.05575,2025-01-02 17:45
Soybean,0.0058994,2025-01-02 17:45
Grape,0.766,2025-01-02 17:45
Rice,0.734,2025-01-02 17:45
Olive,0.99998,2025-01-02 17:45
Tomato,0.01733158,2025-01-02 17:45
Lemon,0.02622,2025-01-02 17:45
Barley,0.086238,2025-01-02 17:45
Wood,0.0316284,2025-01-02 17:45
Stone,0.09285714,2025-01-02 17:45
Iron,0.47596,2025-01-02 17:45
Gold,1.82,2025-01-02 17:45
Egg,0.04979,2025-01-02 17:45
Honey,0.19385,2025-01-02 17:45
Crimstone,3.959,2025-01-02 17:45
Leather,0.16828462,2025-01-02 17:45
Wool,0.18,2025-01-02 17:45
Merino Wool,0.19194,2025-01-02 17:45
Feather,0.0068,2025-01-02 17:45
Milk,0.325,2025-01-02 17:45
Goblin Emblem,0.1,2025-01-02 17:45
Bumpkin Emblem,0.135,2025-01-02 17:45
Sunflorian Emblem,0.0999,2025-01-02 17:45
Nightshade Emblem,0.0975,2025-01-02 17:45
Sunflower,0.00092975,2025-01-02 18:00
Potato,0.0013619,2025-01-02 18:00
Pumpkin,0.00135865,2025-01-02 18:00
Carrot,0.00316,2025-01-02 18:00
Cabbage,0.0034875,2025-01-02 18:00
Beetroot,0.00985,2025-01-02 18:00
Cauliflower,0.010306,2025-01-02 18:00
Parsnip,0.016166,2025-01-02 18:00
Radish,0.065416,2025-01-02 18:00
Wheat,0.1075,2025-01-02 18:00
Kale,0.114398,2025-01-02 18:00
Apple,0.05942857,2025-01-02 18:00
Blueberry,0.043917,2025-01-02 18:00
Orange,0.054,2025-01-02 18:00
Eggplant,0.02662066,2025-01-02 18:00
Corn,0.06298615,2025-01-02 18:00
Banana,0.0557,2025-01-02 18:00
Soybean,0.005899,2025-01-02 18:00
Grape,0.766,2025-01-02 18:00
Rice,0.744,2025-01-02 18:00
Olive,0.99998,2025-01-02 18:00
Tomato,0.01732,2025-01-02 18:00
Lemon,0.02622,2025-01-02 18:00
Barley,0.085238,2025-01-02 18:00
Wood,0.03179,2025-01-02 18:00
Stone,0.09604894,2025-01-02 18:00
Iron,0.47394737,2025-01-02 18:00
Gold,1.8708,2025-01-02 18:00
Egg,0.04979,2025-01-02 18:00
Honey,0.19385,2025-01-02 18:00
Crimstone,3.95896667,2025-01-02 18:00
Leather,0.16828,2025-01-02 18:00
Wool,0.18,2025-01-02 18:00
Merino Wool,0.19193636,2025-01-02 18:00
Feather,0.007,2025-01-02 18:00
Milk,0.325,2025-01-02 18:00
Goblin Emblem,0.1,2025-01-02 18:00
Bumpkin Emblem,0.135,2025-01-02 18:00
Sunflorian Emblem,0.0999,2025-01-02 18:00
Nightshade Emblem,0.0975,2025-01-02 18:00
Sunflower,0.0009325,2025-01-02 18:30
Potato,0.0013619,2025-01-02 18:30
Pumpkin,0.00135865,2025-01-02 18:30
Carrot,0.00316,2025-01-02 18:30
Cabbage,0.0034875,2025-01-02 18:30
Beetroot,0.00985,2025-01-02 18:30
Cauliflower,0.01030574,2025-01-02 18:30
Parsnip,0.0173305,2025-01-02 18:30
Radish,0.0654125,2025-01-02 18:30
Wheat,0.105332,2025-01-02 18:30
Kale,0.11439286,2025-01-02 18:30
Apple,0.05949926,2025-01-02 18:30
Blueberry,0.0439,2025-01-02 18:30
Orange,0.05348,2025-01-02 18:30
Eggplant,0.02662066,2025-01-02 18:30
Corn,0.06298,2025-01-02 18:30
Banana,0.05569273,2025-01-02 18:30
Soybean,0.00589,2025-01-02 18:30
Grape,0.766,2025-01-02 18:30
Rice,0.744,2025-01-02 18:30
Olive,0.999,2025-01-02 18:30
Tomato,0.0173,2025-01-02 18:30
Lemon,0.026205,2025-01-02 18:30
Barley,0.0852325,2025-01-02 18:30
Wood,0.031746,2025-01-02 18:30
Stone,0.09604714,2025-01-02 18:30
Iron,0.4739425,2025-01-02 18:30
Gold,1.8708,2025-01-02 18:30
Egg,0.04976,2025-01-02 18:30
Honey,0.19384762,2025-01-02 18:30
Crimstone,3.95876667,2025-01-02 18:30
Leather,0.1682,2025-01-02 18:30
Wool,0.18281,2025-01-02 18:30
Merino Wool,0.19194,2025-01-02 18:30
Feather,0.00699836,2025-01-02 18:30
Milk,0.3225,2025-01-02 18:30
Goblin Emblem,0.1,2025-01-02 18:30
Bumpkin Emblem,0.135,2025-01-02 18:30
Sunflorian Emblem,0.0999,2025-01-02 18:30
Nightshade Emblem,0.0975,2025-01-02 18:30
Sunflower,0.000932,2025-01-02 18:45
Potato,0.00136115,2025-01-02 18:45
Pumpkin,0.00149967,2025-01-02 18:45
Carrot,0.00316,2025-01-02 18:45
Cabbage,0.0034872,2025-01-02 18:45
Beetroot,0.009848,2025-01-02 18:45
Cauliflower,0.01030574,2025-01-02 18:45
Parsnip,0.017328,2025-01-02 18:45
Radish,0.06541092,2025-01-02 18:45
Wheat,0.10532414,2025-01-02 18:45
Kale,0.11438,2025-01-02 18:45
Apple,0.05948,2025-01-02 18:45
Blueberry,0.04391481,2025-01-02 18:45
Orange,0.05,2025-01-02 18:45
Eggplant,0.026119,2025-01-02 18:45
Corn,0.06298,2025-01-02 18:45
Banana,0.055689,2025-01-02 18:45
Soybean,0.00575,2025-01-02 18:45
Grape,0.764,2025-01-02 18:45
Rice,0.744,2025-01-02 18:45
Olive,0.999,2025-01-02 18:45
Tomato,0.0173,2025-01-02 18:45
Lemon,0.0262,2025-01-02 18:45
Barley,0.08511546,2025-01-02 18:45
Wood,0.03175,2025-01-02 18:45
Stone,0.096044,2025-01-02 18:45
Iron,0.47393333,2025-01-02 18:45
Gold,1.870775,2025-01-02 18:45
Egg,0.04998667,2025-01-02 18:45
Honey,0.19372222,2025-01-02 18:45
Crimstone,3.95,2025-01-02 18:45
Leather,0.16828,2025-01-02 18:45
Wool,0.18281,2025-01-02 18:45
Merino Wool,0.19194,2025-01-02 18:45
Feather,0.00699976,2025-01-02 18:45
Milk,0.325,2025-01-02 18:45
Goblin Emblem,0.1,2025-01-02 18:45
Bumpkin Emblem,0.135,2025-01-02 18:45
Sunflorian Emblem,0.0999,2025-01-02 18:45
Nightshade Emblem,0.1,2025-01-02 18:45
Sunflower,0.0009315,2025-01-02 19:15
Potato,0.00136,2025-01-02 19:15
Pumpkin,0.00149967,2025-01-02 19:15
Carrot,0.00316,2025-01-02 19:15
Cabbage,0.0034865,2025-01-02 19:15
Beetroot,0.0098475,2025-01-02 19:15
Cauliflower,0.01030574,2025-01-02 19:15
Parsnip,0.01733,2025-01-02 19:15
Radish,0.06540779,2025-01-02 19:15
Wheat,0.10533333,2025-01-02 19:15
Kale,0.11438333,2025-01-02 19:15
Apple,0.05946,2025-01-02 19:15
Blueberry,0.045001,2025-01-02 19:15
Orange,0.054,2025-01-02 19:15
Eggplant,0.0266195,2025-01-02 19:15
Corn,0.06298,2025-01-02 19:15
Banana,0.05568,2025-01-02 19:15
Soybean,0.00575,2025-01-02 19:15
Grape,0.764,2025-01-02 19:15
Rice,0.744,2025-01-02 19:15
Olive,0.998,2025-01-02 19:15
Tomato,0.0173,2025-01-02 19:15
Lemon,0.026205,2025-01-02 19:15
Barley,0.08511546,2025-01-02 19:15
Wood,0.03197656,2025-01-02 19:15
Stone,0.09604531,2025-01-02 19:15
Iron,0.47392692,2025-01-02 19:15
Gold,1.87078,2025-01-02 19:15
Egg,0.04998416,2025-01-02 19:15
Honey,0.19372222,2025-01-02 19:15
Crimstone,3.93332222,2025-01-02 19:15
Leather,0.16827647,2025-01-02 19:15
Wool,0.1825,2025-01-02 19:15
Merino Wool,0.191932,2025-01-02 19:15
Feather,0.00718587,2025-01-02 19:15
Milk,0.325,2025-01-02 19:15
Goblin Emblem,0.1025,2025-01-02 19:15
Bumpkin Emblem,0.135,2025-01-02 19:15
Sunflorian Emblem,0.0999,2025-01-02 19:15
Nightshade Emblem,0.1,2025-01-02 19:15
Sunflower,0.0009315,2025-01-02 19:45
Potato,0.00136,2025-01-02 19:45
Pumpkin,0.0014996,2025-01-02 19:45
Carrot,0.0031598,2025-01-02 19:45
Cabbage,0.003485,2025-01-02 19:45
Beetroot,0.009846,2025-01-02 19:45
Cauliflower,0.01030467,2025-01-02 19:45
Parsnip,0.01733,2025-01-02 19:45
Radish,0.0654073,2025-01-02 19:45
Wheat,0.10533,2025-01-02 19:45
Kale,0.11438636,2025-01-02 19:45
Apple,0.05949,2025-01-02 19:45
Blueberry,0.045,2025-01-02 19:45
Orange,0.054,2025-01-02 19:45
Eggplant,0.0266195,2025-01-02 19:45
Corn,0.06298,2025-01-02 19:45
Banana,0.0557,2025-01-02 19:45
Soybean,0.00575,2025-01-02 19:45
Grape,0.76176471,2025-01-02 19:45
Rice,0.744,2025-01-02 19:45
Olive,0.998,2025-01-02 19:45
Tomato,0.01726471,2025-01-02 19:45
Lemon,0.026205,2025-01-02 19:45
Barley,0.08511546,2025-01-02 19:45
Wood,0.031974,2025-01-02 19:45
Stone,0.0960375,2025-01-02 19:45
Iron,0.47391667,2025-01-02 19:45
Gold,1.870775,2025-01-02 19:45
Egg,0.04998,2025-01-02 19:45
Honey,0.1937,2025-01-02 19:45
Crimstone,3.93332222,2025-01-02 19:45
Leather,0.168275,2025-01-02 19:45
Wool,0.1825,2025-01-02 19:45
Merino Wool,0.19192,2025-01-02 19:45
Feather,0.00718587,2025-01-02 19:45
Milk,0.325,2025-01-02 19:45
Goblin Emblem,0.1,2025-01-02 19:45
Bumpkin Emblem,0.135,2025-01-02 19:45
Sunflorian Emblem,0.09985,2025-01-02 19:45
Nightshade Emblem,0.1,2025-01-02 19:45
Sunflower,0.0009314,2025-01-02 20:00
Potato,0.00136,2025-01-02 20:00
Pumpkin,0.00149818,2025-01-02 20:00
Carrot,0.00315933,2025-01-02 20:00
Cabbage,0.003485,2025-01-02 20:00
Beetroot,0.009846,2025-01-02 20:00
Cauliflower,0.01030449,2025-01-02 20:00
Parsnip,0.017328,2025-01-02 20:00
Radish,0.06540638,2025-01-02 20:00
Wheat,0.10532935,2025-01-02 20:00
Kale,0.10833333,2025-01-02 20:00
Apple,0.05948,2025-01-02 20:00
Blueberry,0.045,2025-01-02 20:00
Orange,0.054,2025-01-02 20:00
Eggplant,0.02513452,2025-01-02 20:00
Corn,0.06297885,2025-01-02 20:00
Banana,0.0559825,2025-01-02 20:00
Soybean,0.00575,2025-01-02 20:00
Grape,0.76176,2025-01-02 20:00
Rice,0.744,2025-01-02 20:00
Olive,0.998,2025-01-02 20:00
Tomato,0.0172625,2025-01-02 20:00
Lemon,0.0262,2025-01-02 20:00
Barley,0.085,2025-01-02 20:00
Wood,0.03197309,2025-01-02 20:00
Stone,0.0959,2025-01-02 20:00
Iron,0.47391429,2025-01-02 20:00
Gold,1.87079,2025-01-02 20:00
Egg,0.049985,2025-01-02 20:00
Honey,0.1937,2025-01-02 20:00
Crimstone,3.9333,2025-01-02 20:00
Leather,0.168275,2025-01-02 20:00
Wool,0.18085106,2025-01-02 20:00
Merino Wool,0.18846154,2025-01-02 20:00
Feather,0.00718587,2025-01-02 20:00
Milk,0.325,2025-01-02 20:00
Goblin Emblem,0.1,2025-01-02 20:00
Bumpkin Emblem,0.135,2025-01-02 20:00
Sunflorian Emblem,0.09985,2025-01-02 20:00
Nightshade Emblem,0.1,2025-01-02 20:00
Sunflower,0.000931,2025-01-02 20:30
Potato,0.00131455,2025-01-02 20:30
Pumpkin,0.001497,2025-01-02 20:30
Carrot,0.00314,2025-01-02 20:30
Cabbage,0.003485,2025-01-02 20:30
Beetroot,0.009844,2025-01-02 20:30
Cauliflower,0.010304,2025-01-02 20:30
Parsnip,0.01733,2025-01-02 20:30
Radish,0.065175,2025-01-02 20:30
Wheat,0.10532727,2025-01-02 20:30
Kale,0.10266667,2025-01-02 20:30
Apple,0.059612,2025-01-02 20:30
Blueberry,0.045,2025-01-02 20:30
Orange,0.054,2025-01-02 20:30
Eggplant,0.02661795,2025-01-02 20:30
Corn,0.0617,2025-01-02 20:30
Banana,0.0559825,2025-01-02 20:30
Soybean,0.00575,2025-01-02 20:30
Grape,0.76176,2025-01-02 20:30
Rice,0.744,2025-01-02 20:30
Olive,0.998,2025-01-02 20:30
Tomato,0.01723333,2025-01-02 20:30
Lemon,0.0262,2025-01-02 20:30
Barley,0.08499,2025-01-02 20:30
Wood,0.031975,2025-01-02 20:30
Stone,0.0959,2025-01-02 20:30
Iron,0.47594737,2025-01-02 20:30
Gold,1.87078333,2025-01-02 20:30
Egg,0.049985,2025-01-02 20:30
Honey,0.1937,2025-01-02 20:30
Crimstone,3.93329,2025-01-02 20:30
Leather,0.16827,2025-01-02 20:30
Wool,0.18085,2025-01-02 20:30
Merino Wool,0.19193333,2025-01-02 20:30
Feather,0.00719,2025-01-02 20:30
Milk,0.325,2025-01-02 20:30
Goblin Emblem,0.1,2025-01-02 20:30
Bumpkin Emblem,0.135,2025-01-02 20:30
Sunflorian Emblem,0.09985,2025-01-02 20:30
